0540	022	-	-	1	t_1	πολλοί	a	-	-	a-p---mn-	Case=n|Gender=m|Number=p	πολύς
0540	022	-	-	26	t_26	μάλιστα	d	-	-	d-------s	Degree=s	μάλιστα
0540	022	-	-	27	t_27	αὐτοὺς	p	-	-	p-p---ma-	Case=a|Gender=m|Number=p	αὐτός
0540	022	-	-	28	t_28	ἀδικεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	ἀδικέω
0540	022	-	-	29	t_29	ἡγεῖσθε	v	-	-	v-pppmmn-	Case=n|Gender=m|Mood=p|Number=p|Tense=p|Voice=m	ἡγέομαι
0540	022	-	-	30	t_30	,	u	-	-	u--------	_	,
0540	022	-	-	31	t_31	οὐδὲν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	οὐδείς
0540	022	-	-	32	t_32	ἧττον	a	-	-	a-s---nac	Case=a|Degree=c|Gender=n|Number=s	ἥσσων
0540	022	-	-	33	t_33	καὶ	d	-	-	d--------	_	καί
0540	022	-	-	34	t_34	τοὺς	l	-	-	l-p---ma-	Case=a|Gender=m|Number=p	ὁ
0540	022	-	-	35	t_35	περὶ	r	-	-	r--------	_	περί
0540	022	-	-	36	t_36	τούτων	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	οὗτος
0540	022	-	-	37	t_37	λόγους	n	-	-	n-p---ma-	Case=a|Gender=m|Number=p	λόγος
0540	022	-	-	38	t_38	ποιουμένους	v	-	-	v-pppema-	Case=a|Gender=m|Mood=p|Number=p|Tense=p|Voice=e	ποιέω
0540	022	-	-	39	t_39	συκοφαντεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	συκοφαντέω
0540	022	-	-	40	t_40	νομίζετε	v	-	-	v2ppia---	Mood=i|Number=p|Person=2|Tense=p|Voice=a	νομίζω
0540	022	-	-	41	t_41	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_42	ὅθεν	d	-	-	d--------	_	ὅθεν
0540	022	-	-	2	t_43	οὖν	d	-	-	d--------	_	οὖν
0540	022	-	-	3	t_44	ἠνάγκασμαι	v	-	-	v1srie---	Mood=i|Number=s|Person=1|Tense=r|Voice=e	ἀναγκάζω
0540	022	-	-	4	t_45	κατηγορεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	κατηγορέω
0540	022	-	-	5	t_46	αὐτῶν	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	αὐτός
0540	022	-	-	6	t_47	,	u	-	-	u--------	_	,
0540	022	-	-	7	t_48	περὶ	r	-	-	r--------	_	περί
0540	022	-	-	8	t_49	τούτων	p	-	-	p-p---ng-	Case=g|Gender=n|Number=p	οὗτος
0540	022	-	-	9	t_50	πρῶτον	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	πρῶτος
0540	022	-	-	10	t_51	εἰπεῖν	v	-	-	v--ana---	Mood=n|Tense=a|Voice=a	εἶπον
0540	022	-	-	11	t_52	βούλομαι	v	-	-	v1spie---	Mood=i|Number=s|Person=1|Tense=p|Voice=e	βούλομαι
0540	022	-	-	12	t_53	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_54	ἐπειδὴ	c	-	-	c--------	_	ἐπεί
0540	022	-	-	2	t_55	γὰρ	d	-	-	d--------	_	γάρ
0540	022	-	-	3	t_56	οἱ	l	-	-	l-p---mn-	Case=n|Gender=m|Number=p	ὁ
0540	022	-	-	4	t_57	πρυτάνεις	n	-	-	n-p---mn-	Case=n|Gender=m|Number=p	πρύτανις
0540	022	-	-	5	t_58	ἀπέδοσαν	v	-	-	v3paia---	Mood=i|Number=p|Person=3|Tense=a|Voice=a	ἀποδίδωμι
0540	022	-	-	6	t_59	εἰς	r	-	-	r--------	_	εἰς
0540	022	-	-	7	t_60	τὴν	l	-	-	l-s---fa-	Case=a|Gender=f|Number=s	ὁ
0540	022	-	-	8	t_61	βουλὴν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	βουλή
0540	022	-	-	9	t_62	περὶ	r	-	-	r--------	_	περί
0540	022	-	-	10	t_63	αὐτῶν	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	αὐτός
0540	022	-	-	11	t_64	,	u	-	-	u--------	_	,
0540	022	-	-	12	t_65	οὕτως	d	-	-	d--------	_	οὕτως
0540	022	-	-	13	t_66	ὠργίσθησαν	v	-	-	v3paip---	Mood=i|Number=p|Person=3|Tense=a|Voice=p	ὀργίζω
0540	022	-	-	14	t_67	αὐτοῖς	p	-	-	p-p---md-	Case=d|Gender=m|Number=p	αὐτός
0540	022	-	-	15	t_68	,	u	-	-	u--------	_	,
0540	022	-	-	16	t_69	ὥστε	c	-	-	c--------	_	ὥστε
0540	022	-	-	17	t_70	ἔλεγόν	v	-	-	v3piia---	Mood=i|Number=p|Person=3|Tense=i|Voice=a	λέγω3
0540	022	-	-	18	t_71	τινες	p	-	-	p-p---mn-	Case=n|Gender=m|Number=p	τις
0540	022	-	-	19	t_72	τῶν	l	-	-	l-p---mg-	Case=g|Gender=m|Number=p	ὁ
0540	022	-	-	20	t_73	ῥητόρων	n	-	-	n-p---mg-	Case=g|Gender=m|Number=p	ῥήτωρ
0540	022	-	-	21	t_74	ὡς	c	-	-	c--------	_	ὡς
0540	022	-	-	22	t_75	ἀκρίτους	a	-	-	a-p---ma-	Case=a|Gender=m|Number=p	ἄκριτος
0540	022	-	-	23	t_76	αὐτοὺς	p	-	-	p-p---ma-	Case=a|Gender=m|Number=p	αὐτός
0540	022	-	-	24	t_77	χρὴ	v	-	-	v3spia---	Mood=i|Number=s|Person=3|Tense=p|Voice=a	χρή
0540	022	-	-	25	t_78	τοῖς	l	-	-	l-p---md-	Case=d|Gender=m|Number=p	ὁ
0540	022	-	-	26	t_79	ἕνδεκα	a	-	-	a--------	_	ἕνδεκα
0540	022	-	-	27	t_80	παραδοῦναι	v	-	-	v--ana---	Mood=n|Tense=a|Voice=a	παραδίδωμι
0540	022	-	-	28	t_81	θανάτῳ	n	-	-	n-s---md-	Case=d|Gender=m|Number=s	θάνατος
0540	022	-	-	29	t_82	ζημιῶσαι	v	-	-	v--ana---	Mood=n|Tense=a|Voice=a	ζημιόω
0540	022	-	-	30	t_83	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_84	ἡγούμενος	v	-	-	v-sppmmn-	Case=n|Gender=m|Mood=p|Number=s|Tense=p|Voice=m	ἡγέομαι
0540	022	-	-	2	t_85	δὲ	d	-	-	d--------	_	δέ
0540	022	-	-	3	t_86	ἐγὼ	p	-	-	p1s---mn-	Case=n|Gender=m|Number=s|Person=1	ἐγώ
0540	022	-	-	4	t_87	δεινὸν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	δεινός
0540	022	-	-	5	t_88	εἶναι	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	εἰμί
0540	022	-	-	6	t_89	τοιαῦτα	p	-	-	p-p---na-	Case=a|Gender=n|Number=p	τοιοῦτος
0540	022	-	-	7	t_90	ἐθίζεσθαι	v	-	-	v--pne---	Mood=n|Tense=p|Voice=e	ἐθίζω
0540	022	-	-	8	t_91	ποιεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	ποιέω
0540	022	-	-	9	t_92	τὴν	l	-	-	l-s---fa-	Case=a|Gender=f|Number=s	ὁ
0540	022	-	-	10	t_93	βουλήν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	βουλή
0540	022	-	-	11	t_94	,	u	-	-	u--------	_	,
0540	022	-	-	12	t_95	ἀναστὰς	v	-	-	v-sapamn-	Case=n|Gender=m|Mood=p|Number=s|Tense=a|Voice=a	ἀνίστημι
0540	022	-	-	13	t_96	εἶπον	v	-	-	v1saia---	Mood=i|Number=s|Person=1|Tense=a|Voice=a	εἶπον
0540	022	-	-	14	t_97	ὅτι	c	-	-	c--------	_	ὅτι
0540	022	-	-	15	t_98	μοι	p	-	-	p1s---md-	Case=d|Gender=m|Number=s|Person=1	ἐγώ
0540	022	-	-	16	t_99	δοκοίη	v	-	-	v3spoa---	Mood=o|Number=s|Person=3|Tense=p|Voice=a	δοκέω
0540	022	-	-	17	t_100	κρίνειν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	κρίνω
0540	022	-	-	18	t_101	τοὺς	l	-	-	l-p---ma-	Case=a|Gender=m|Number=p	ὁ
0540	022	-	-	19	t_102	σιτοπώλας	n	-	-	n-p---ma-	Case=a|Gender=m|Number=p	σιτοπώλης
0540	022	-	-	20	t_103	κατὰ	r	-	-	r--------	_	κατά
0540	022	-	-	21	t_104	τὸν	l	-	-	l-s---ma-	Case=a|Gender=m|Number=s	ὁ
0540	022	-	-	22	t_105	νόμον	n	-	-	n-s---ma-	Case=a|Gender=m|Number=s	νόμος
0540	022	-	-	23	t_106	,	u	-	-	u--------	_	,
0540	022	-	-	24	t_107	νομίζων	v	-	-	v-sppamn-	Case=n|Gender=m|Mood=p|Number=s|Tense=p|Voice=a	νομίζω
0540	022	-	-	25	t_108	,	u	-	-	u--------	_	,
0540	022	-	-	26	t_109	εἰ	c	-	-	c--------	_	εἰ
0540	022	-	-	27	t_110	μέν	d	-	-	d--------	_	μέν
0540	022	-	-	28	t_111	εἰσιν	v	-	-	v3ppia---	Mood=i|Number=p|Person=3|Tense=p|Voice=a	εἰμί
0540	022	-	-	29	t_112	ἄξια	a	-	-	a-p---na-	Case=a|Gender=n|Number=p	ἄξιος
0540	022	-	-	30	t_113	θανάτου	n	-	-	n-s---mg-	Case=g|Gender=m|Number=s	θάνατος
0540	022	-	-	31	t_114	εἰργασμένοι	v	-	-	v-prpemn-	Case=n|Gender=m|Mood=p|Number=p|Tense=r|Voice=e	ἐργάζομαι
0540	022	-	-	32	t_115	,	u	-	-	u--------	_	,
0540	022	-	-	33	t_116	ὑμᾶς	p	-	-	p-p---ma-	Case=a|Gender=m|Number=p	σύ
0540	022	-	-	34	t_117	οὐδὲν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	οὐδείς
0540	022	-	-	35	t_118	ἧττον	a	-	-	a-s---nac	Case=a|Degree=c|Gender=n|Number=s	ἥσσων
0540	022	-	-	36	t_119	ἡμῶν	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	ἐγώ
0540	022	-	-	37	t_120	γνώσεσθαι	v	-	-	v--fnm---	Mood=n|Tense=f|Voice=m	γιγνώσκω
0540	022	-	-	38	t_121	τὰ	l	-	-	l-p---na-	Case=a|Gender=n|Number=p	ὁ
0540	022	-	-	39	t_122	δίκαια	a	-	-	a-p---na-	Case=a|Gender=n|Number=p	δίκαιος
0540	022	-	-	40	t_123	,	u	-	-	u--------	_	,
0540	022	-	-	41	t_124	εἰ	c	-	-	c--------	_	εἰ
0540	022	-	-	42	t_125	δὲ	c	-	-	c--------	_	δέ
0540	022	-	-	43	t_126	μηδὲν	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	μηδείς
0540	022	-	-	44	t_127	ἀδικοῦσιν	v	-	-	v3ppia---	Mood=i|Number=p|Person=3|Tense=p|Voice=a	ἀδικέω
0540	022	-	-	45	t_128	,	u	-	-	u--------	_	,
0540	022	-	-	46	t_129	οὐ	d	-	-	d--------	_	οὐ
0540	022	-	-	47	t_130	δεῖν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	δεῖ
0540	022	-	-	48	t_131	αὐτοὺς	p	-	-	p-p---ma-	Case=a|Gender=m|Number=p	αὐτός
0540	022	-	-	49	t_132	ἀκρίτους	a	-	-	a-p---ma-	Case=a|Gender=m|Number=p	ἄκριτος
0540	022	-	-	50	t_133	ἀπολωλέναι	v	-	-	v--rna---	Mood=n|Tense=r|Voice=a	ἀπόλλυμι
0540	022	-	-	51	t_134	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_135	πεισθείσης	v	-	-	v-sappfg-	Case=g|Gender=f|Mood=p|Number=s|Tense=a|Voice=p	πείθω
0540	022	-	-	2	t_136	δὲ	d	-	-	d--------	_	δέ
0540	022	-	-	3	t_137	τῆς	l	-	-	l-s---fg-	Case=g|Gender=f|Number=s	ὁ
0540	022	-	-	4	t_138	βουλῆς	n	-	-	n-s---fg-	Case=g|Gender=f|Number=s	βουλή
0540	022	-	-	5	t_139	ταῦτα	p	-	-	p-p---na-	Case=a|Gender=n|Number=p	οὗτος
0540	022	-	-	6	t_140	,	u	-	-	u--------	_	,
0540	022	-	-	7	t_141	διαβάλλειν	v	-	-	v--pna---	Mood=n|Tense=p|Voice=a	διαβάλλω
0540	022	-	-	8	t_142	ἐπεχείρουν	v	-	-	v3piia---	Mood=i|Number=p|Person=3|Tense=i|Voice=a	ἐπιχειρέω
0540	022	-	-	9	t_143	με	p	-	-	p1s---ma-	Case=a|Gender=m|Number=s|Person=1	ἐγώ
0540	022	-	-	10	t_144	λέγοντες	v	-	-	v-pppamn-	Case=n|Gender=m|Mood=p|Number=p|Tense=p|Voice=a	λέγω3
0540	022	-	-	11	t_145	ὡς	c	-	-	c--------	_	ὡς
0540	022	-	-	12	t_146	ἐγὼ	p	-	-	p1s---mn-	Case=n|Gender=m|Number=s|Person=1	ἐγώ
0540	022	-	-	13	t_147	σωτηρίας	n	-	-	n-s---fg-	Case=g|Gender=f|Number=s	σωτηρία
0540	022	-	-	14	t_148	ἕνεκα	r	-	-	r--------	_	ἕνεκα
0540	022	-	-	15	t_149	τῆς	l	-	-	l-s---fg-	Case=g|Gender=f|Number=s	ὁ
0540	022	-	-	16	t_150	τῶν	l	-	-	l-p---mg-	Case=g|Gender=m|Number=p	ὁ
0540	022	-	-	17	t_151	σιτοπωλῶν	n	-	-	n-p---mg-	Case=g|Gender=m|Number=p	σιτοπωλέω
0540	022	-	-	18	t_152	τοὺς	l	-	-	l-p---ma-	Case=a|Gender=m|Number=p	ὁ
0540	022	-	-	19	t_153	λόγους	n	-	-	n-p---ma-	Case=a|Gender=m|Number=p	λόγος
0540	022	-	-	20	t_154	τούτους	a	-	-	a-p---ma-	Case=a|Gender=m|Number=p	οὗτος
0540	022	-	-	21	t_155	ἐποιούμην	v	-	-	v1siie---	Mood=i|Number=s|Person=1|Tense=i|Voice=e	ποιέω
0540	022	-	-	22	t_156	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_157	πρὸς	r	-	-	r--------	_	πρός
0540	022	-	-	2	t_158	μὲν	d	-	-	d--------	_	μέν
0540	022	-	-	3	t_159	οὖν	d	-	-	d--------	_	οὖν
0540	022	-	-	4	t_160	βουλήν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	βουλή
0540	022	-	-	5	t_161	,	u	-	-	u--------	_	,
0540	022	-	-	6	t_162	ὅτʼ	c	-	-	c--------	_	ὅτε
0540	022	-	-	7	t_163	ἦν	v	-	-	v3siia---	Mood=i|Number=s|Person=3|Tense=i|Voice=a	εἰμί
0540	022	-	-	8	t_164	αὐτοῖς	p	-	-	p-p---md-	Case=d|Gender=m|Number=p	αὐτός
0540	022	-	-	9	t_165	ἡ	l	-	-	l-s---fn-	Case=n|Gender=f|Number=s	ὁ
0540	022	-	-	10	t_166	κρίσις	n	-	-	n-s---fn-	Case=n|Gender=f|Number=s	κρίσις
0540	022	-	-	11	t_167	,	u	-	-	u--------	_	,
0540	022	-	-	12	t_168	ἔργῳ	n	-	-	n-s---nd-	Case=d|Gender=n|Number=s	ἔργον
0540	022	-	-	13	t_169	ἀπελογησάμην	v	-	-	v1saim---	Mood=i|Number=s|Person=1|Tense=a|Voice=m	ἀπολογέομαι
0540	022	-	-	14	t_170	·	u	-	-	u--------	_	·
0540	022	-	-	1	t_171	τῶν	l	-	-	l-p---mg-	Case=g|Gender=m|Number=p	ὁ
0540	022	-	-	2	t_172	γὰρ	d	-	-	d--------	_	γάρ
0540	022	-	-	3	t_173	ἄλλων	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	ἄλλος
0540	022	-	-	4	t_174	ἡσυχίαν	n	-	-	n-s---fa-	Case=a|Gender=f|Number=s	ἡσυχία
0540	022	-	-	5	t_175	ἀγόντων	v	-	-	v-pppamg-	Case=g|Gender=m|Mood=p|Number=p|Tense=p|Voice=a	ἄγω
0540	022	-	-	6	t_176	ἀναστὰς	v	-	-	v-sapamn-	Case=n|Gender=m|Mood=p|Number=s|Tense=a|Voice=a	ἀνίστημι
0540	022	-	-	7	t_177	αὐτῶν	p	-	-	p-p---mg-	Case=g|Gender=m|Number=p	αὐτός
0540	022	-	-	8	t_178	κατηγόρουν	v	-	-	v1siia---	Mood=i|Number=s|Person=1|Tense=i|Voice=a	κατηγορέω
0540	022	-	-	9	t_179	,	u	-	-	u--------	_	,
0540	022	-	-	10	t_180	καὶ	c	-	-	c--------	_	καί
0540	022	-	-	11	t_181	πᾶσι	a	-	-	a-p---md-	Case=d|Gender=m|Number=p	πᾶς
0540	022	-	-	12	t_182	φανερὸν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	φανερός
0540	022	-	-	13	t_183	ἐποίησα	v	-	-	v1saia---	Mood=i|Number=s|Person=1|Tense=a|Voice=a	ποιέω
0540	022	-	-	14	t_184	ὅτι	c	-	-	c--------	_	ὅτι
0540	022	-	-	15	t_185	οὐχ	d	-	-	d--------	_	οὐ
0540	022	-	-	16	t_186	ὑπὲρ	r	-	-	r--------	_	ὑπέρ
0540	022	-	-	17	t_187	τούτων	p	-	-	p-p---ng-	Case=g|Gender=n|Number=p	οὗτος
0540	022	-	-	18	t_188	ἔλεγον	v	-	-	v3piia---	Mood=i|Number=p|Person=3|Tense=i|Voice=a	λέγω3
0540	022	-	-	19	t_189	,	u	-	-	u--------	_	,
0540	022	-	-	20	t_190	ἀλλὰ	c	-	-	c--------	_	ἀλλά
0540	022	-	-	21	t_191	τοῖς	l	-	-	l-p---md-	Case=d|Gender=m|Number=p	ὁ
0540	022	-	-	22	t_192	νόμοις	n	-	-	n-p---md-	Case=d|Gender=m|Number=p	νόμος
0540	022	-	-	23	t_193	τοῖς	l	-	-	l-p---md-	Case=d|Gender=m|Number=p	ὁ
0540	022	-	-	24	t_194	κειμένοις	v	-	-	v-prpemd-	Case=d|Gender=m|Mood=p|Number=p|Tense=r|Voice=e	κεῖμαι
0540	022	-	-	25	t_195	ἐβοήθουν	v	-	-	v1siia---	Mood=i|Number=s|Person=1|Tense=i|Voice=a	βοηθέω
0540	022	-	-	26	t_196	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_197	ἠρξάμην	v	-	-	v1saim---	Mood=i|Number=s|Person=1|Tense=a|Voice=m	ἄρχω
0540	022	-	-	2	t_198	μὲν	d	-	-	d--------	_	μέν
0540	022	-	-	3	t_199	οὖν	d	-	-	d--------	_	οὖν
0540	022	-	-	4	t_200	τούτων	p	-	-	p-p---ng-	Case=g|Gender=n|Number=p	οὗτος
0540	022	-	-	5	t_201	ἕνεκα	r	-	-	r--------	_	ἕνεκα
0540	022	-	-	6	t_202	,	u	-	-	u--------	_	,
0540	022	-	-	7	t_203	δεδιὼς	v	-	-	v-srpamn-	Case=n|Gender=m|Mood=p|Number=s|Tense=r|Voice=a	δείδω
0540	022	-	-	8	t_204	τὰς	l	-	-	l-p---fa-	Case=a|Gender=f|Number=p	ὁ
0540	022	-	-	9	t_205	αἰτίας	n	-	-	n-p---fa-	Case=a|Gender=f|Number=p	αἰτία
0540	022	-	-	10	t_206	·	u	-	-	u--------	_	·
0540	022	-	-	1	t_207	αἰσχρὸν	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	αἰσχρός
0540	022	-	-	2	t_208	δʼ	d	-	-	d--------	_	δέ
0540	022	-	-	3	t_209	ἡγοῦμαι	v	-	-	v1spim---	Mood=i|Number=s|Person=1|Tense=p|Voice=m	ἡγέομαι
0540	022	-	-	4	t_210	πρότερον	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	πρότερος
0540	022	-	-	5	t_211	παύσασθαι	v	-	-	v--anm---	Mood=n|Tense=a|Voice=m	παύω
0540	022	-	-	6	t_212	,	u	-	-	u--------	_	,
0540	022	-	-	7	t_213	πρὶν	c	-	-	c--------	_	πρίν
0540	022	-	-	8	t_214	ἂν	d	-	-	d--------	_	ἄν
0540	022	-	-	9	t_215	ὑμεῖς	p	-	-	p-p---mn-	Case=n|Gender=m|Number=p	σύ
0540	022	-	-	10	t_216	περὶ	r	-	-	r--------	_	περί
0540	022	-	-	11	t_217	αὐτῶν	p	-	-	p-p---ng-	Case=g|Gender=m|Number=p	αὐτός
0540	022	-	-	12	t_218	ὅ	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	ὅς
0540	022	-	-	13	t_219	τι	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	τις
0540	022	-	-	14	t_220	ἂν	d	-	-	d--------	_	ἄν
0540	022	-	-	15	t_221	βούλησθε	v	-	-	v2ppse---	Mood=s|Number=p|Person=2|Tense=p|Voice=e	βούλομαι
0540	022	-	-	16	t_222	ψηφίσησθε	v	-	-	v2pasa---	Mood=s|Number=p|Person=2|Tense=a|Voice=a	ψηφίζω
0540	022	-	-	17	t_223	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_224	καὶ	d	-	-	d--------	_	καί
0540	022	-	-	2	t_225	πρῶτον	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	πρῶτος
0540	022	-	-	3	t_226	μὲν	d	-	-	d--------	_	μέν
0540	022	-	-	4	t_227	ἀνάβητε	v	-	-	v2pama---	Mood=m|Number=p|Person=2|Tense=a|Voice=a	ἀναβαίνω
0540	022	-	-	5	t_228	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_229	εἰπὲ	v	-	-	v2sama---	Mood=m|Number=s|Person=2|Tense=a|Voice=a	εἶπον
0540	022	-	-	2	t_230	σὺ	p	-	-	p2s---cn-	Case=n|Gender=c|Number=s|Person=2	σύ
0540	022	-	-	3	t_231	ἐμοί	p	-	-	p1s---cd-	Case=d|Gender=c|Number=s|Person=1	ἐγώ
0540	022	-	-	4	t_232	,	u	-	-	u--------	_	,
0540	022	-	-	5	t_233	μέτοικος	n	-	-	n-s---mn-	Case=n|Gender=m|Number=s	μέτοικος
0540	022	-	-	6	t_234	εἶ	v	-	-	v2spia---	Mood=i|Number=s|Person=2|Tense=p|Voice=a	εἰμί
0540	022	-	-	7	t_235	;	u	-	-	u--------	_	;
0540	022	-	-	1	t_236	ναί	d	-	-	d--------	_	ναί
0540	022	-	-	3	t_237	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_238	μετοικεῖς	v	-	-	v2spia---	Mood=i|Number=s|Person=2|Tense=p|Voice=a	μετοικέω
0540	022	-	-	2	t_239	δὲ	d	-	-	d--------	_	δέ
0540	022	-	-	3	t_240	πότερον	d	-	-	d--------	_	πότερον
0540	022	-	-	4	t_241	ὡς	c	-	-	c--------	_	ὡς
0540	022	-	-	5	t_242	πεισόμενος	v	-	-	v-sfpmmn-	Case=n|Gender=m|Mood=p|Number=s|Tense=f|Voice=m	πάσχω
0540	022	-	-	6	t_243	τοῖς	l	-	-	l-p---md-	Case=d|Gender=m|Number=p	ὁ
0540	022	-	-	7	t_244	νόμοις	n	-	-	n-p---md-	Case=d|Gender=m|Number=p	νόμος
0540	022	-	-	8	t_245	τοῖς	l	-	-	l-p---md-	Case=d|Gender=m|Number=p	ὁ
0540	022	-	-	9	t_246	τῆς	l	-	-	l-s---fg-	Case=g|Gender=f|Number=s	ὁ
0540	022	-	-	10	t_247	πόλεως	n	-	-	n-s---fg-	Case=g|Gender=f|Number=s	πόλις
0540	022	-	-	11	t_248	,	u	-	-	u--------	_	,
0540	022	-	-	12	t_249	ἢ	c	-	-	c--------	_	ἤ1
0540	022	-	-	13	t_250	ὡς	d	-	-	d--------	_	ὡς
0540	022	-	-	14	t_251	ποιήσων	v	-	-	v-sfpamn-	Case=n|Gender=m|Mood=p|Number=s|Tense=f|Voice=a	ποιέω
0540	022	-	-	15	t_252	ὅ	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	ὅς
0540	022	-	-	16	t_253	τι	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	τις
0540	022	-	-	17	t_254	ἂν	d	-	-	d--------	_	ἄν
0540	022	-	-	18	t_255	βούλῃ	v	-	-	v2spse---	Mood=s|Number=s|Person=2|Tense=p|Voice=e	βούλομαι
0540	022	-	-	20	t_256	;	u	-	-	u--------	_	;
0540	022	-	-	1	t_257	ὡς	d	-	-	d--------	_	ὡς
0540	022	-	-	2	t_258	πεισόμενος	v	-	-	v-sfpmmn-	Case=n|Gender=m|Mood=p|Number=s|Tense=f|Voice=m	πάσχω
0540	022	-	-	4	t_259	.	u	-	-	u--------	_	.
0540	022	-	-	1	t_260	ἄλλο	a	-	-	a-s---na-	Case=a|Gender=n|Number=s	ἄλλος
0540	022	-	-	2	t_261	τι	p	-	-	p-s---na-	Case=a|Gender=n|Number=s	τις
0540	022	-	-	3	t_262	οὖν	d	-	-	d--------	_	οὖν
0540	022	-	-	4	t_263	ἢ	c	-	-	c--------	_	ἤ1
0540	022	-	-	5	t_264	ἀξιοῖς	v	-	-	v2spia---	Mood=i|Number=s|Person=2|Tense=p|Voice=a	ἀξιόω
0540	022	-	-	6	t_265	ἀποθανεῖν	v	-	-	v--ana---	Mood=n|Tense=a|Voice=a	ἀποθνήσκω
0540	022	-	-	7	t_266	,	u	-	-	u--------	_	,
