10	<p>οὐδὲ γὰρ τὸ αὐτό ἐστι ῥῖψαι καὶ ἀποβεβληκέναι· ἀλλ’ οὐδ’ ἂν τῶν ἕνδεκα γενόμενος ἀποδέξαιο, εἴ τις ἀπάγοι τινὰ φάσκων θοἰμάτιον ἀποδεδύσθαι ἢ τὸν χιτωνίσκον ἐκδεδύσθαι, ἀλλ’ ἀφείης ἂν τὸν αὐτὸν τρόπον, ὅτι οὐ λωποδύτης ὀνομάζεται. οὐδ’ εἴ τις παῖδα ἐξαγαγὼν ληφθείη, οὐκ ἂν φάσκοις αὐτὸν ἀνδραποδιστὴν εἶναι, εἴπερ μαχεῖ τοῖς ὀνόμασιν, ἀλλὰ μὴ τοῖς ἔργοις τὸν νοῦν προσέξεις, ὧν ἕνεκα τὰ ὀνόματα πάντες τίθενται.</p>
11	<p>ἔτι τοίνυν σκέψασθε, ὦ ἄνδρες δικασταί· οὑτοσὶ γάρ μοι δοκεῖ ὑπὸ ῥᾳθυμίας καὶ μαλακίας οὐδ’ εἰς Ἄρειον πάγον ἀναβεβηκέναι. πάντες γὰρ ἐπίστασθε ὅτι ἐν ἐκείνῳ τῷ χωρίῳ, ὅταν τὰς τοῦ φόνου δίκας δικάζωνται, οὐ διὰ τούτου τοῦ ὀνόματος τὰς διωμοσίας ποιοῦνται, ἀλλὰ δι’ οὗπερ ἐγὼ κακῶς ἀκήκοα· ὁ μὲν γὰρ διώκων ὡς ἔκτεινε διόμνυται, ὁ δὲ φεύγων ὡς οὐκ ἔκτεινεν.</p>
12	<p>οὐκ οὖν ἄτοπον ἂν εἴη τὸν δράσαντ’ ἀφεῖναι φάσκοντα ἀνδροφόνον εἶναι, ὅτι ὁ διώκων, ὡς ἔκτεινε, τὸν φεύγοντα διωμόσατο; τί γὰρ ταῦτα, ὧν οὗτος ἐρεῖ, διαφέρει; καὶ αὐτὸς μὲν Λυσιθέῳ κακηγορίας ἐδικάσω εἰπόντι σε ἐρριφέναι τὴν ἀσπίδα. καίτοι περὶ μὲν τοῦ ῥῖψαι οὐδὲν <add>ἐν</add> τῷ νόμῳ εἴρηται, ἐὰν δέ τις εἴπῃ ἀποβεβληκέναι τὴν ἀσπίδα, πεντακοσίας δραχμὰς ὀφείλειν κελεύει.</p>
13	<p>οὐκ οὖν δεινόν, εἰ ὅταν μὲν δέῃ σὲ κακῶς ἀκούσαντα τοὺς ἐχθροὺς τιμωρεῖσθαι, οὕτω τοὺς νόμους ὥσπερ ἐγὼ νῦν λαμβάνεις, ὅταν δ’ ἕτερον παρὰ τοὺς νόμους εἴπῃς κακῶς, οὐκ ἀξιοῖς δοῦναι δίκην; πότερον οὕτως σὺ δεινὸς εἶ ὥστε, ὅπως ἂν βούλῃ, οἷός τ’ εἶ χρῆσθαι τοῖς νόμοις, ἢ τοσοῦτον δύνασαι ὥστε οὐδέποτε οἴει τοὺς ἀδικουμένους ὑπὸ σοῦ τιμωρίας τεύξεσθαι; εἶτ’ οὐκ αἰσχύνῃ οὕτως ἀνοήτως διακείμενος,</p>
14	<p>ὥστε οὐκ ἐξ ὧν εὖ πεποίηκας τὴν πόλιν, ἀλλ’ ἐξ ὧν ἀδικῶν οὐ δέδωκας δίκην, οἴει δεῖν πλεονεκτεῖν; καί μοι ἀνάγνωθι τὸν νόμον.</p>
15	<p><label>Νόμος</label></p>
15	<p>ἐγὼ τοίνυν, ὦ ἄνδρες δικασταί, ὑμᾶς μὲν πάντας εἰδέναι ἡγοῦμαι ὅτι ἐγὼ μὲν ὀρθῶς λέγω, τοῦτον δὲ οὕτω σκαιὸν εἶναι ὥστε οὐ δύνασθαι μαθεῖν τὰ λεγόμενα. βούλομαι οὖν αὐτὸν καὶ ἐξ ἑτέρων νόμων περὶ τούτων διδάξαι, ἐάν πως ἀλλὰ νῦν ἐπὶ τοῦ βήματος παιδευθῇ καὶ τὸ λοιπὸν ἡμῖν μὴ παρέχῃ πράγματα. καί μοι ἀνάγνωθι τούτους τοὺς νόμους τοὺς Σόλωνος τοὺς παλαιούς.</p>
16	<p><label>Νόμος</label></p>
16	<p><q>δεδέσθαι δ’ ἐν τῇ ποδοκάκκῃ ἡμέρας πέντε τὸν πόδα, ἐὰν </q> προστιμήσῃ ἡ ἡλιαία.</p>
16	<p>ἡ ποδοκάκκη αὕτη ἐστίν, ὦ Θεόμνηστε, ὃ νῦν καλεῖται ἐν τῷ ξύλῳ δεδέσθαι. εἰ οὖν ὁ δεθεὶς ἐξελθὼν ἐν ταῖς εὐθύναις τῶν ἕνδεκα κατηγοροίη ὅτι οὐκ ἐν τῇ ποδοκάκκῃ ἐδέδετο ἀλλ’ ἐν τῷ ξύλῳ, οὐκ ἂν ἠλίθιον αὐτὸν νομίζοιεν; λέγε ἕτερον νόμον.</p>
17	<p><label>Νόμος</label></p>
17	<p><q>ἐπεγγυᾶν δ’ ἐπιορκήσαντα τὸν Ἀπόλλω. δεδιότα δὲ δίκης ἕνεκα δρασκάζειν.</q></p>
17	<p>τοῦτο τὸ ἐπιορκήσαντα ὀμόσαντά ἐστι, τό τε δρασκάζειν, ὃ νῦν ἀποδιδράσκειν ὀνομάζομεν.</p>
17	<p><q>ὅστις δὲ ἀπίλλει τῇ θύρᾳ, ἔνδον τοῦ κλέπτου ὄντος.</q></p>
17	<p>τὸ ἀπίλλειν τοῦτο ἀποκλείειν νομίζεται, καὶ μηδὲν διὰ τοῦτο διαφέρου.</p>
18	<p><q>τὸ ἀργύριον στάσιμον εἶναι ἐφ’ ὁπόσῳ ἂν βούληται ὁ δανείζων.</q></p>
18	<p>τὸ στάσιμον τοῦτό ἐστιν, ὦ βέλτιστε, οὐ ζυγῷ ἱστάναι ἀλλὰ τόκον πράττεσθαι ὁπόσον ἂν βούληται. ἔτι δ’ ἀνάγνωθι τουτουὶ τοῦ νόμου τὸ τελευταῖον.</p>
19	<p><label>Νόμος</label></p>
19	<p><q>ὅσαι δὲ πεφασμένως πολοῦνται,</q> καὶ</p>
19	<p><q>οἰκῆος βλάβης τὴν διπλὴν</q> εἶναι ὀφείλειν.</p>
19	<p>προσέχετε τὸν νοῦν. τὸ μὲν πεφασμένως ἐστὶ φανερῶς, πολεῖσθαι δὲ βαδίζειν, τὸ δὲ οἰκῆος θεράποντος.</p>
20	<p>πολλὰ δὲ τοιαῦτα καὶ ἄλλα ἐστίν, ὦ ἄνδρες δικασταί. ἀλλ’ εἰ μὴ σιδηροῦς ἐστιν, οἴομαι αὐτὸν ἔννουν γεγονέναι ὅτι τὰ μὲν πράγματα ταὐτά ἐστι νῦν τε καὶ πάλαι, τῶν δὲ ὀνομάτων ἐνίοις οὐ τοῖς αὐτοῖς χρώμεθα νῦν τε καὶ πρότερον. δηλώσει δέ· οἰχήσεται γὰρ ἀπιὼν ἀπὸ τοῦ βήματος σιωπῇ.</p>
21	<p>εἰ δὲ μή, δέομαι ὑμῶν, ὦ ἄνδρες δικασταί, τὰ δίκαια ψηφίσασθαι, ἐνθυμουμένους ὅτι πολὺ μεῖζον κακόν ἐστιν ἀκοῦσαί τινα τὸν πατέρα ἀπεκτονέναι ἢ τὴν ἀσπίδα ἀποβεβληκέναι. ἐγὼ γοῦν δεξαίμην ἂν πάσας τὰς ἀσπίδας ἐρριφέναι ἢ τοιαύτην γνώμην ἔχειν περὶ τὸν πατέρα.</p>
22	<p>οὗτος οὖν ἔνοχος μὲν ὢν τῇ αἰτίᾳ, ἐλάττονος δὲ οὔσης αὐτῷ τῆς συμφορᾶς, οὐ μόνον ὑφ’ ὑμῶν ἠλεήθη, ἀλλὰ καὶ τὸν μαρτυρήσαντα ἠτίμωσεν. ἐγὼ δὲ ἑωρακὼς μὲν ἐκεῖνο τοῦτον ποιήσαντα ὃ καὶ ὑμεῖς ἴστε, αὐτὸς δὲ σώσας τὴν ἀσπίδα, ἀκηκοὼς δὲ οὕτως ἀνόσιον καὶ δεινὸν πρᾶγμα, μεγίστης δὲ οὔσης μοι τῆς συμφορᾶς, εἰ ἀποφεύξεται, τούτῳ δ’ οὐδενὸς ἀξίας, εἰ κακηγορίας ἁλώσεται, οὐκ ἄρα δίκην παρ’ αὐτοῦ λήψομαι; τίνος ὄντος ἐμοὶ πρὸς ὑμᾶς ἐγκλήματος;</p>
23	<p>πότερον ὅτι δικαίως ἀκήκοα; ἀλλ’ οὐδ’ ἂν αὐτοὶ φήσαιτε. ἀλλ’ ὅτι βελτίων καὶ ἐκ βελτιόνων ὁ φεύγων ἐμοῦ; ἀλλ’ οὐδ’ ἂν αὐτὸς ἀξιώσειεν. ἀλλ’ ὅτι ἀποβεβληκὼς τὰ ὅπλα δικάζομαι κακηγορίας τῷ σώσαντι; ἀλλ’ οὐχ οὗτος ὁ λόγος ἐν τῇ πόλει κατεσκέδασται.</p>
24	<p>ἀναμνήσθητε δὲ ὅτι μεγάλην καὶ καλὴν ἐκείνην δωρεὰν αὐτῷ δεδώκατε· ἐν ᾗ τίς οὐκ ἂν ἐλεήσειε Διονύσιον, τοιαύτῃ μὲν συμφορᾷ περιπεπτωκότα, ἄνδρα δὲ ἄριστον ἐν τοῖς κινδύνοις γεγενημένον,</p>
25	<p>ἀπιόντα δὲ ἀπὸ τοῦ δικαστηρίου λέγοντα ὅτι δυστυχεστάτην ἐκείνην εἴημεν στρατείαν ἐστρατευμένοι, ἐν ᾗ πολλοὶ μὲν ἡμῶν ἀπέθανον, οἱ δὲ σώσαντες τὰ ὅπλα ὑπὸ τῶν ἀποβαλόντων ψευδομαρτυρίων ἑαλώκασι, κρεῖττον δὲ ἦν αὐτῷ τότε ἀποθανεῖν ἢ οἴκαδ’ ἐλθόντι τοιαύτῃ τύχῃ χρῆσθαι;</p>
26	<p>μὴ τοίνυν ἀκούσαντά <add>τε</add> Θεόμνηστον κακῶς τὰ προσήκοντα ἐλεεῖτε, καὶ ὑβρίζοντι καὶ λέγοντι παρὰ τοὺς νόμους συγγνώμην ἔχετε. τίς γὰρ ἂν ἐμοὶ μείζων ταύτης γένοιτο συμφορά, περὶ τοιούτου πατρὸς οὕτως αἰσχρὰς αἰτίας ἀκηκοότι;</p>
27	<p>ὃς πολλάκις μὲν ἐστρατήγησε, πολλοὺς δὲ καὶ ἄλλους κινδύνους μεθ’ ὑμῶν ἐκινδύνευσε· καὶ οὔτε τοῖς πολεμίοις τὸ ἐκείνου σῶμα ὑποχείριον ἐγένετο, οὔτε τοῖς πολίταις οὐδεμίαν πώποτε ὦφλεν εὐθύνην, ἔτη δὲ γεγονὼς ἑπτὰ καὶ ἑξήκοντα ἐν ὀλιγαρχίᾳ δι’ εὔνοιαν τοῦ ὑμετέρου πλήθους ἀπέθανεν.</p>
28	<p>ἆρ’ ἄξιον ὀργισθῆναι τῷ <add>τοιαῦτ’</add> εἰρηκότι καὶ βοηθῆσαι τῷ πατρί, ὡς καὶ ἐκείνου κακῶς ἀκηκοότος; τί γὰρ ἂν τούτου ἀνιαρότερον γένοιτο αὐτῷ, ἢ τεθνάναι μὲν ὑπὸ τῶν ἐχθρῶν, αἰτίαν δ’ ἔχειν ὑπὸ τῶν παίδων <add>ἀνῃρῆσθαι</add> ; οὗ ἔτι καὶ νῦν, ὦ ἄνδρες δικασταί, τῆς ἀρετῆς τὰ μνημεῖα πρὸς τοῖς ὑμετέροις <add>ἱεροῖς</add> ἀνάκειται, τὰ δὲ τούτου καὶ τοῦ τούτου πατρὸς τῆς κακίας πρὸς τοῖς τῶν πολεμίων· οὕτω σύμφυτος αὐτοῖς ἡ δειλία.</p>
29	<p>καὶ μὲν δή, ὦ ἄνδρες δικασταί, ὅσῳ μείζους εἰσὶ καὶ νεανίαι τὰς ὄψεις, τοσούτῳ μᾶλλον ὀργῆς ἄξιοί εἰσι. δῆλον γὰρ ὅτι τοῖς μὲν σώμασι δύνανται, τὰς δὲ ψυχὰς οὐκ <add>εὖ</add> ἔχουσιν.</p>
30	<p>ἀκούω δ’ αὐτόν, ὦ ἄνδρες δικασταί, ἐπὶ τοῦτον τὸν λόγον τρέπεσθαι, ὡς ὀργισθεὶς εἴρηκε ταῦτα ἐμοῦ μαρτυρήσαντος τὴν αὐτὴν μαρτυρίαν Διονυσίῳ. ὑμεῖς δ’ ἐνθυμεῖσθε, ὦ ἄνδρες δικασταί, ὅτι ὁ νομοθέτης οὐδεμίαν ὀργῇ συγγνώμην δίδωσιν, ἀλλὰ ζημιοῖ τὸν λέγοντα, ἐὰν μὴ ἀποφαίνῃ ὡς ἔστιν ἀληθῆ τὰ εἰρημένα. ἐγὼ δὲ δὶς ἤδη περὶ τούτου μεμαρτύρηκα· οὐ γὰρ πω ᾔδη ὅτι ὑμεῖς τοὺς μὲν ἰδόντας τιμωρεῖσθε, τοῖς δὲ ἀποβαλοῦσι συγγνώμην ἔχετε.</p>
31	<p>περὶ μὲν οὖν τούτων οὐκ οἶδ’ ὅ τι δεῖ πλείω λέγειν· ἐγὼ δ’ ὑμῶν δέομαι καταψηφίσασθαι Θεομνήστου, ἐνθυμουμένους ὅτι οὐκ ἂν γένοιτο τούτου μείζων ἀγών μοι. νῦν γὰρ διώκω <add>μὲν</add> κακηγορίας, τῇ δ’ αὐτῇ ψήφῳ φόνου φεύγω τοῦ πατρός, ὃς μόνος, ἐπειδὴ τάχιστα ἐδοκιμάσθην, ἐπεξῆλθον τοῖς τριάκοντα ἐν Ἀρείῳ πάγῳ.</p>
32	<p>ὧν μεμνημένοι καὶ ἐμοὶ καὶ τῷ πατρὶ βοηθήσατε καὶ τοῖς νόμοις τοῖς κειμένοις καὶ τοῖς ὅρκοις οἷς ὀμωμόκατε.</p>
